10000 2
2.62009 1.00531 0.0173244
4.08407 1.99177 0.0267073
4.12805 3.27982 0.597945
3.09133 2.67035 -0.40648
4.28513 5.07053 0.161668
4.30398 1.80327 0.0759771
6.15124 0.816814 0.111422
1.54566 2.11115 -0.445745
2.0546 5.57947 -0.729314
6.18265 1.43885 -0.203591
6.08841 1.13097 0.016014
6.09469 0.760265 0.118638
3.97097 1.16867 0.798259
2.67664 5.42867 -0.711406
1.62734 1.35088 0.185279
5.66743 0.175929 -0.0818463
4.56788 3.46832 0.493545
4.37938 2.41903 -0.294612
2.67664 3.3992 -0.10216
1.01788 0.678584 0.912882
2.18655 5.32186 -0.735034
4.69982 4.27257 0.3654
2.06717 6.24549 -0.826592
0.100531 4.12805 0.430242
1.47027 0 0.151443
1.4954 3.49345 0.446698
1.13097 3.52487 0.748713
0.182212 1.03044 0.625904
4.69354 5.07681 -0.115198
0.175929 2.24938 -0.303786
0.144513 5.84336 -0.190363
4.63699 0.640885 0.522084
5.24646 2.73319 -0.603107
5.27159 1.63991 -0.244653
6.13239 0.00628319 -0.259512
4.53646 4.25372 0.480843
1.26292 2.9531 0.138661
2.2431 3.33009 -0.25956
5.12708 2.34363 -0.69525
3.38664 2.53212 -0.178733
4.55531 4.88832 0.0717606
6.02557 1.61478 -0.353677
2.13 2.13628 -0.958533
2.64522 2.75204 -0.791257
0.929911 5.03283 0.298211
5.00142 3.28611 0.0850651
0.527788 3.35522 0.700505
3.93327 5.77425 0.12261
2.0169 2.92168 -0.584498
3.34265 1.86611 0.0160648
2.93425 1.59593 -0.157806
6.11982 4.19717 -0.0598017
0.477522 4.29142 0.643751
3.45575 1.53938 0.434593
2.56354 0.565487 -0.029307
4.0715 3.04734 0.364239
5.4538 6.02557 -0.763808
4.66212 3.5123 0.463867
1.87867 3.23584 -0.128215
6.26434 2.81487 -0.722344
4.20345 0.911062 0.788323
2.02947 4.73124 -0.388607
0.194779 5.96274 -0.155555
0.150796 2.21168 -0.317479
4.8192 3.49345 0.358565
4.07779 3.68195 0.893489
1.02416 6.13239 0.0238385
3.80761 1.50168 0.57049
4.14062 0.980177 0.80601
3.04106 2.63894 -0.487084
1.54566 3.04106 -0.0185691
5.68628 2.92796 -0.540565
4.99513 0 -0.102799
0.15708 2.80858 -0.0898056
5.44752 2.34991 -0.797569
1.55195 3.36779 0.305358
3.26097 3.58142 0.635797
4.02752 3.45575 0.801583
3.26726 4.17832 0.569251
5.66743 4.01496 0.0995173
1.39487 5.68 -0.158662
1.41372 4.63071 0.216664
5.5292 5.22133 -0.578797
6.13239 5.59832 -0.83633
6.2015 5.10823 -0.659414
1.95407 3.68195 0.0967396
4.07779 1.36345 0.615634
2.53841 2.79602 -0.808939
1.36345 2.70177 -0.189569
1.5331 2.73947 -0.318934
0.980177 3.08504 0.448041
6.11354 4.24743 -0.0901304
0.383274 3.85788 0.77082
1.42 5.86221 -0.208588
1.75929 3.02221 -0.251598
5.80566 5.36584 -0.705966
2.41903 0.936195 -0.0420533
3.71336 3.87673 0.970545
2.08602 5.77425 -0.786315
5.40354 4.2223 0.0653106
0.527788 1.08071 0.865426
1.62106 4.61186 0.0364683
4.65584 0.0879646 0.143347
3.33637 1.94779 -0.0627533
5.00142 4.86947 -0.189021
4.68726 5.98788 -0.360599
1.67133 0.446106 0.279766
3.95212 4.26628 0.795996
4.31027 1.30062 0.538957
6.06327 1.99805 -0.711639
4.32283 5.58575 -0.0366351
3.29239 2.67035 -0.185537
0.245044 2.93425 0.112413
0.263894 4.54274 0.352724
2.42531 1.60221 -0.534005
2.48186 2.95938 -0.657784
2.68292 0.0314159 -0.349303
1.28805 3.26726 0.453166
0.125664 0.55292 0.509251
5.21504 5.12708 -0.423212
5.42239 5.8308 -0.721421
4.83177 3.02221 -0.122348
0 2.50071 -0.459422
3.21699 0.238761 0.394429
6.01929 2.99708 -0.516985
2.23681 4.05894 -0.108801
2.30593 1.4577 -0.388508
2.66407 4.76265 -0.433457
4.39195 5.13965 0.0610068
3.02221 0.534071 0.377398
0.458673 1.43885 0.568435
5.70513 3.14159 -0.305364
1.47027 2.92168 -0.077281
2.33734 1.59593 -0.533514
3.4746 1.2692 0.687853
2.65779 2.61381 -0.886665
3.03478 1.20637 0.311373
1.56451 3.03478 -0.0442603
5.92504 4.78779 -0.437659
3.27354 5.66115 -0.139392
1.50168 1.43885 0.228896
5.64858 6.01929 -0.82373
2.89655 2.02947 -0.616396
0.427257 1.00531 0.837424
0.892212 5.66743 0.122873
3.75106 1.35088 0.707913
0.823097 3.17929 0.585072
0.427257 2.29336 -0.125282
6.10097 2.7646 -0.75279
6.10726 3.29867 -0.195408
6.25177 2.48186 -0.902625
1.84097 3.00336 -0.349743
3.68823 5.62345 0.157582
1.96664 5.54177 -0.656618
4.12805 5.24018 0.184442
4.91973 1.55823 -0.0296223
0.395841 4.29142 0.597175
3.5123 5.50407 0.108714
0.0376991 3.93956 0.436567
0.226195 3.14159 0.313838
3.32381 3.97726 0.715864
4.49876 4.1469 0.564506
3.08504 4.92602 -0.0937547
0.163363 2.90911 0.0147686
3.61911 2.19911 -0.0442414
2.13628 3.5877 -0.0481454
4.68097 3.97726 0.518362
0.307876 4.2977 0.531475
3.31752 2.27451 -0.264422
3.56257 3.37407 0.738599
3.44319 4.4108 0.594058
4.93858 6.05071 -0.527914
4.63071 2.1677 -0.397969
5.27159 0.603186 0.236609
2.03575 1.42628 -0.249743
3.74478 5.36584 0.236254
1.33832 1.96035 -0.145385
3.22956 4.42336 0.37929
2.81487 5.6046 -0.643813
3.26097 0.15708 0.364416
1.52053 5.39726 -0.208301
3.74478 2.13 0.0122023
3.09761 6.27062 -0.431892
0.150796 2.34363 -0.336668
4.47363 5.92504 -0.203104
5.72398 1.63991 -0.345328
4.05265 0.307876 0.670357
3.61911 2.40646 -0.075591
4.68726 4.82549 0.0200681
3.00965 0.439823 0.312894
6.25177 2.68292 -0.822386
5.80566 3.51858 0.0262717
4.64956 4.97 -0.0343627
1.66504 3.39292 0.214428
0.219911 4.92602 0.116123
3.55 1.74673 0.276528
4.04637 1.01788 0.839384
6.08841 3.07248 -0.439999
3.21699 6.2392 -0.288432
1.3446 1.40743 0.407637
1.80956 0.785398 0.259909
5.25903 5.8685 -0.663752
3.30496 2.60124 -0.218064
4.20345 1.70903 0.225306
1.14354 3.14159 0.427787
2.15513 3.32381 -0.232867
5.82451 1.67761 -0.395254
0.565487 0.119381 0.584288
2.57611 4.44221 -0.288697
3.51858 2.8023 0.103348
5.29673 0.785398 0.25046
0.477522 5.27159 0.163611
4.01496 0.282743 0.665366
2.06088 0.948761 0.0439696
2.45673 5.62345 -0.853989
4.57416 4.26628 0.448848
0.125664 3.55 0.523353
3.85159 3.4369 0.836384
2.07973 3.98354 -0.0117989
1.07442 3.22327 0.550379
0.841947 3.22956 0.632495
2.48186 2.60124 -0.981456
0.841947 3.04734 0.443262
2.72062 3.41805 -0.0534912
3.41805 6.2392 -0.0835745
2.14885 2.43159 -1.01533
0.747699 2.62637 0.0544402
1.42628 0.69115 0.625532
2.9154 5.69885 -0.561668
1.64619 1.30062 0.209699
5.03911 2.14885 -0.594583
5.5669 1.09956 0.10122
5.69885 5.35327 -0.676881
0.464956 1.50168 0.509705
3.05363 1.53938 0.0391284
0.653451 6.11354 0.072804
0.703717 5.34699 0.2062
2.43159 1.54566 -0.473304
2.11115 5.15221 -0.63849
0.892212 1.4577 0.62161
1.04301 5.25903 0.176069
3.89557 4.00239 0.936284
1.60221 1.25035 0.294718
4.69354 0.446106 0.413376
0.666018 2.26823 -0.0374733
1.74673 1.63991 -0.226997
4.41708 3.24841 0.391152
2.73947 6.05071 -0.78686
2.3185 5.41611 -0.802441
1.2692 1.30062 0.567603
0.672301 4.13434 0.79529
3.34265 3.5877 0.720621
3.20442 5.77425 -0.239435
1.06186 1.24407 0.749761
0.578053 1.96035 0.101892
2.70805 1.62106 -0.410048
3.14788 2.53212 -0.419918
1.55195 4.75009 0.0243334
3.78248 6.24549 0.0825118
1.13097 0.376991 0.714421
4.4485 5.08938 0.044379
4.22858 2.58239 -0.152141
2.0546 2.89655 -0.637127
2.34991 0.301593 -0.243829
2.02947 5.8308 -0.757093
3.82018 4.91973 0.422982
5.89991 0.879646 0.122838
2.22425 2.82115 -0.79803
2.58867 3.29239 -0.251447
6.2769 3.16673 -0.350003
1.18124 4.91345 0.240972
0.716283 4.32911 0.694589
1.16239 2.26823 -0.172792
5.0077 0.873363 0.347731
4.44221 6.13867 -0.205888
3.46832 2.60752 -0.0801882
4.95115 1.41372 0.0875651
1.12469 2.93425 0.213598
4.31655 5.68628 -0.0543456
3.24212 2.27451 -0.340183
1.16867 0.779115 0.84914
0.911062 0.785398 0.965239
3.87044 5.35327 0.237362
5.81823 0.175929 -0.095466
2.36248 5.81195 -0.893354
3.34265 5.7554 -0.0874495
4.4485 6.27062 -0.221551
3.80133 1.53938 0.534427
4.46734 2.52584 -0.323783
2.41903 2.63265 -0.97511
4.59929 1.81584 -0.112134
1.16867 3.26726 0.538481
3.22956 4.50504 0.326456
2.13 3.4746 -0.103898
3.91442 1.30062 0.726457
1.68389 5.0831 -0.259778
2.07973 4.80664 -0.462055
1.79699 5.95646 -0.577075
3.87673 1.33204 0.710843
2.06088 2.1677 -0.93483
0.860796 5.40982 0.184997
1.63991 1.23779 0.265834
1.32575 1.36973 0.459614
2.78345 5.79938 -0.71253
3.90186 1.13097 0.84038
4.36053 4.42965 0.485598
2.94681 1.4577 -0.00248898
3.6254 2.10487 0.00415295
5.96903 5.7554 -0.848841
1.51425 5.81195 -0.286809
0.779115 3.19814 0.607116
0.540354 5.07053 0.259991
1.72159 2.33734 -0.689106
0.672301 1.5331 0.550655
3.66938 2.73947 0.104168
3.7008 0.458673 0.843425
4.07779 1.27549 0.684089
1.70274 5.40354 -0.384962
2.64522 0.41469 -0.0595129
0.84823 2.47558 -0.0268807
3.75734 1.13726 0.856578
0.622035 2.63265 0.044685
2.60124 4.24743 -0.156081
0.666018 4.49876 0.586098
3.72593 2.18027 -0.013735
6.2392 0.43354 0.0486524
1.3069 0.496372 0.657636
5.50407 5.24646 -0.58151
2.83372 6.18265 -0.71815
2.70805 2.43159 -0.921574
4.85062 0.125664 0.0880784
2.89027 2.64522 -0.654961
1.40115 0.521504 0.587399
3.97726 6.26434 0.0514048
3.14788 4.83177 0.031935
2.45673 0.622035 -0.0496581
5.96903 3.08504 -0.412144
3.25469 4.49876 0.358362
1.04929 3.92699 0.826524
4.92602 0.703717 0.385544
2.03575 4.88203 -0.472619
1.13726 5.56062 0.04919
5.37841 0.364425 0.104624
4.52389 4.14062 0.55131
2.47558 0.948761 -0.0322908
0.289027 1.04301 0.721257
3.28611 5.39726 -0.0566768
5.89991 0.622035 0.123611
1.84726 3.59398 0.159751
0.603186 5.00142 0.308624
4.35425 5.27159 0.0348683
1.55195 6.25805 -0.366889
2.07345 4.81292 -0.461542
4.47363 5.34071 -0.0707084
4.66841 3.12274 0.0897514
1.97292 2.63265 -0.816783
3.93327 3.11646 0.497172
1.91009 3.03478 -0.374924
5.69257 2.36248 -0.849972
3.10389 4.09664 0.422178
5.52292 5.61088 -0.707072
1.06814 4.7438 0.387878
0.653451 0.684867 0.942592
1.29434 2.50071 -0.25027
4.27885 1.89752 0.00321126
1.21894 4.56788 0.403125
3.09761 2.77717 -0.31128
4.54274 5.17734 -0.0578757
3.51858 2.73319 0.0408706
0.163363 4.11549 0.500868
1.78442 2.13628 -0.69643
2.67664 5.72398 -0.782253
1.18124 0.521504 0.764962
4.68726 2.8023 -0.273593
5.09566 1.50796 -0.0573625
0.615752 4.34168 0.668208
3.04734 1.68389 -0.119254
5.01398 3.7008 0.34998
2.36876 0.0251327 -0.480686
6.20779 2.58239 -0.872104
4.13434 3.35522 0.668261
0.86708 0.948761 0.962348
2.06088 5.40982 -0.691926
2.0546 5.57947 -0.729314
4.0715 2.21796 -0.0988504
5.62345 1.79071 -0.475957
0.289027 4.23487 0.551909
1.2315 3.68195 0.73686
4.75637 5.91876 -0.397104
0.207345 3.56885 0.609062
3.35522 0.823097 0.785198
3.83903 0.125664 0.569352
4.72496 2.56982 -0.461995
3.82646 0.810531 0.943677
4.80664 5.96274 -0.435859
5.6046 2.65779 -0.75688
3.04106 2.40018 -0.5778
5.82451 5.10195 -0.598007
3.7385 1.59593 0.478636
0.333009 1.5331 0.393198
6.03186 1.88496 -0.612309
5.53549 2.24938 -0.79395
6.11982 0.483805 0.071449
5.93133 4.59301 -0.306748
2.33106 6.13867 -0.930614
1.88496 1.61478 -0.328206
2.89655 1.65248 -0.259558
1.74044 1.33832 0.082757
4.22858 1.50168 0.414784
4.36053 4.96372 0.163615
1.18124 5.89991 -0.0333123
1.3446 0.150796 0.390797
2.0169 0.885929 0.0847886
5.25903 5.76168 -0.643897
4.69354 1.52053 0.122235
3.22327 4.44221 0.360046
3.40549 2.47558 -0.182909
2.62009 3.24841 -0.27687
5.17106 2.27451 -0.697904
3.76991 3.43062 0.836191
4.34168 1.58336 0.270435
5.0454 0.955044 0.31492
3.24212 2.72062 -0.198167
2.29336 3.3992 -0.212556
4.2223 2.58867 -0.145232
2.07973 1.33204 -0.190201
2.2054 5.63602 -0.823233
1.48911 0.150796 0.25338
2.45044 0.464956 -0.121901
1.84097 0.86708 0.229286
4.19717 5.06425 0.218352
1.23779 1.31947 0.57611
3.46832 3.86416 0.864911
0.496372 4.56788 0.490104
2.06717 4.27257 -0.139772
1.71531 0.125664 0.00150033
1.78442 0.483805 0.189721
1.08699 5.02655 0.242395
3.20442 5.59203 -0.200519
4.35425 3.35522 0.53834
4.1092 0.15708 0.510622
4.68726 0.0314159 0.066719
5.7931 6.17637 -0.880502
0.188496 1.96664 -0.147672
2.56982 4.24115 -0.168922
5.0454 0.483805 0.270617
3.0285 0 -0.037873
4.02124 2.42531 -0.101094
6.07584 4.51761 -0.272973
0.716283 1.85982 0.217115
4.71867 4.64327 0.112153
1.99177 0.226195 -0.163831
5.12708 5.29044 -0.451305
1.18124 4.26 0.610138
0.527788 5.54177 0.116332
1.33204 4.64327 0.276946
5.69885 6.02557 -0.838103
0.603186 1.13726 0.866793
1.84726 3.00336 -0.355458
5.31557 4.42336 -0.035967
0.967611 0.00628319 0.521842
0.835664 6.20779 0.0687939
0.0125664 4.8569 -0.0668407
2.34991 2.0169 -0.940718
5.30929 5.27788 -0.525567
3.88301 3.74478 0.969626
3.64425 1.80327 0.254962
3.97097 4.69982 0.517942
0.810531 1.08699 0.919948
4.8946 3.55 0.351828
0.345575 6.22664 -0.0577161
1.91009 1.97292 -0.701993
1.89752 4.73124 -0.287323
5.32186 5.96274 -0.705078
1.45142 0.289027 0.396077
0.0314159 2.41903 -0.448869
0.29531 0.86708 0.758426
4.55531 0.307876 0.397618
1.65876 2.84 -0.350109
4.54274 0.684867 0.585889
1.83469 2.14257 -0.746472
4.42965 1.40743 0.380321
6.15752 4.3354 -0.152839
2.04204 2.89655 -0.62892
5.42239 0.653451 0.206872
0.163363 1.69646 0.0793454
2.80858 4.29142 -0.0202116
3.66938 0.640885 0.918706
2.73947 4.91973 -0.46156
0.320442 0.119381 0.423141
5.20876 0.351858 0.141721
4.75637 5.51035 -0.313366
3.43062 3.0285 0.290434
1.74673 5.08938 -0.322529
5.8685 0.00628319 -0.25725
5.77425 1.42628 -0.156136
4.36053 3.92699 0.736459
5.0454 4.23487 0.198296
4.19088 0.804248 0.805037
0.84823 5.54177 0.155232
3.66938 3.22956 0.635109
0.955044 2.41274 -0.0695114
1.23779 0.55292 0.739511
3.05363 6.18894 -0.476418
1.40115 5.58575 -0.145857
0.0251327 0.333009 0.262965
5.93761 4.7815 -0.43564
1.77186 5.29673 -0.419996
1.5331 3.51858 0.424696
4.1092 1.11841 0.766466
5.74283 5.81195 -0.813252
4.75637 6.03186 -0.412314
5.66743 5.73655 -0.778554
3.98982 3.57513 0.889268
2.46929 0.766549 -0.0171781
2.83372 6.14496 -0.714211
3.99611 6.00044 0.07009
4.48619 1.16239 0.523135
2.48186 1.25664 -0.19213
1.06814 3.88929 0.826899
0.559203 1.09956 0.870331
4.2223 2.42531 -0.19997
1.80956 5.99416 -0.593034
1.43885 3.34265 0.391699
5.44124 1.47655 -0.137185
0.395841 0.82938 0.837559
1.01159 1.08071 0.874373
0.584336 0.395841 0.784256
2.74575 0.502655 0.0706888
3.97726 5.22133 0.25713
3.48088 2.73947 0.0238307
1.01159 3.41177 0.739707
4.67469 5.49779 -0.256236
4.57416 0.873363 0.572087
0.471239 1.57708 0.435219
4.76265 3.24212 0.166891
4.88832 4.91345 -0.152028
5.66743 0.41469 0.0797654
4.62442 3.03478 0.0149249
5.97531 6.00044 -0.894747
4.51761 2.29965 -0.375193
2.75832 5.5292 -0.676191
5.59203 5.55434 -0.712752
5.92504 2.06088 -0.748865
1.98549 3.61911 0.0562339
3.21071 5.47265 -0.162114
2.29336 0.150796 -0.363719
4.81292 0.684867 0.437005
5.64858 3.10389 -0.336409
1.55823 2.04832 -0.419956
0.609469 0.0439823 0.547246
5.29044 1.42628 -0.0516936
4.95743 0.603186 0.351059
4.05894 5.51664 0.132307
3.63796 5.96274 0.0830036
1.16239 1.87239 0.0679468
4.19088 6.13239 -0.0386589
1.11841 3.49973 0.742914
5.40982 0.766549 0.219545
1.48911 1.11212 0.49953
0.314159 4.69982 0.304803
2.51327 4.8192 -0.541594
4.85062 1.04301 0.374648
5.50407 0.144513 -0.0870963
0.0816814 2.99708 0.0261843
2.19283 0.69115 -0.0165332
5.25274 3.41177 0.0945471
4.3354 6.13867 -0.131695
6.22664 2.11115 -0.801546
1.30062 5.79938 -0.102127
1.79071 2.46301 -0.740121
1.38858 5.98159 -0.19599
4.53018 4.72496 0.183544
5.40982 3.65681 0.183904
1.42 0.622035 0.611702
0.697434 3.94584 0.875464
1.25035 3.21699 0.433033
2.48814 2.03575 -0.932565
0.188496 1.70903 0.0902136
2.18027 0.270177 -0.235233
0.634602 0.307876 0.744911
3.17929 5.88734 -0.288153
5.93133 1.2315 -0.0288285
5.74911 5.88106 -0.827679
3.34265 0.766549 0.773823
5.39726 1.06186 0.158413
5.44752 2.71434 -0.680555
2.97195 3.69451 0.335048
1.15611 2.09858 -0.102729
3.27982 4.78779 0.206263
2.72062 3.97726 0.0537483
2.45673 6.18894 -0.936381
3.12274 4.94487 -0.0583318
1.9415 3.31752 -0.101916
2.58239 4.12177 -0.0989043
3.5877 5.43496 0.169982
4.42965 0.483805 0.583017
5.03911 4.08407 0.281418
3.92699 4.50504 0.652872
5.89363 0.98646 0.0958881
5.27788 0.936195 0.235703
4.26 0.370708 0.612832
5.86221 0.948761 0.111092
4.06522 0.741416 0.86541
3.05363 1.06186 0.416082
1.4577 1.70274 -0.0058052
5.03911 3.91442 0.338523
1.6085 4.09664 0.34115
4.78779 3.55 0.411005
1.13097 3.30496 0.595892
1.39487 4.71867 0.18308
2.45673 1.75301 -0.686619
1.13726 1.21265 0.730092
1.76558 5.06425 -0.330178
1.65248 3.5877 0.34062
1.98549 2.85885 -0.628745
4.52389 2.17398 -0.337485
3.22956 4.1092 0.563148
3.12903 1.01159 0.522524
0.779115 2.11115 0.0261502
4.28513 4.4485 0.521197
3.81389 5.25274 0.27698
4.2977 1.35717 0.502183
3.06619 2.8023 -0.324565
4.90717 0.125664 0.0638869
2.03575 2.23053 -0.941561
0.779115 0.420973 0.843458
6.2015 1.91637 -0.649099
3.85159 1.68389 0.384369
2.90911 5.50407 -0.522294
1.20637 0.823097 0.825129
4.29142 1.65876 0.225621
3.00336 1.23779 0.25288
5.76796 2.06088 -0.731204
4.46106 2.47558 -0.33536
4.17204 4.67469 0.44323
0.647168 1.70274 0.366099
3.64425 4.94487 0.3862
3.05991 2.64522 -0.460791
3.67566 3.90186 0.958774
2.77088 1.64619 -0.381575
2.06088 3.55 -0.0229824
2.06717 1.9792 -0.821037
1.39487 1.84726 -0.094427
5.88106 4.31027 -0.100804
1.06814 0.804248 0.908937
1.06186 1.28805 0.715141
2.46301 4.06522 -0.118305
2.52584 4.16575 -0.146698
2.0546 2.9154 -0.616737
2.56982 6.22664 -0.908593
3.51858 5.42867 0.133834
3.86416 0.885929 0.931892
4.09035 2.85257 0.137462
3.53115 3.7008 0.899802
0.471239 2.23053 -0.0904244
1.27549 2.53841 -0.219215
5.78681 3.34265 -0.109024
0.446106 0.898495 0.869665
5.19619 0.0439823 -0.119358
1.13726 2.19283 -0.135278
0.84823 2.2054 -0.0227977
3.48717 5.5292 0.0852608
2.19911 1.9415 -0.853283
5.62345 4.26 -0.0179702
0.791681 1.91009 0.171535
0.131947 4.31027 0.365159
1.06186 3.99611 0.799618
1.12469 1.08071 0.816543
2.78345 0.584336 0.141676
4.7815 3.25469 0.169328
2.82115 1.98549 -0.662791
1.72159 2.32478 -0.688581
5.33442 4.38566 -0.0169742
5.43496 0.175929 -0.0470376
4.42965 0.29531 0.459444
4.58044 1.21265 0.435933
2.50071 3.99611 -0.081005
0.458673 0.628319 0.837006
1.87239 6.08212 -0.659239
4.88832 4.87575 -0.131029
3.92071 0.955044 0.904642
5.11451 4.98257 -0.307065
4.95115 6.24549 -0.555574
6.06956 1.45142 -0.207663
0.546637 0.496372 0.825816
0.640885 5.57947 0.141168
2.48814 4.57416 -0.405593
3.83274 3.75106 0.977062
2.67664 2.9908 -0.523343
6.13867 3.04106 -0.480216
5.49779 0.364425 0.0796276
4.25372 3.92699 0.802518
0.29531 0.640885 0.717254
4.55531 2.1677 -0.35342
2.6515 5.37841 -0.712871
2.97195 0.289027 0.164148
0.0502655 1.80327 -0.141949
1.20637 0.929911 0.814374
3.97726 0.992743 0.875585
4.59929 4.53018 0.262498
3.7008 5.24018 0.272294
6.03814 2.11743 -0.796063
5.74283 3.59398 0.0782323
1.79699 2.14257 -0.711436
2.51327 1.65248 -0.562548
5.18363 1.72788 -0.30238
4.23487 5.36584 0.0801627
5.65487 4.53018 -0.209453
6.00673 6.13867 -0.919288
2.62637 4.58673 -0.352116
5.23389 5.59832 -0.596049
4.87575 1.21265 0.274258
1.11841 6.08212 -0.0163994
2.14885 1.03044 -0.0299322
3.00336 0.464956 0.320369
5.56062 2.63894 -0.758367
1.63363 1.24407 0.267504
4.75637 1.09327 0.401892
0.766549 0.27646 0.748119
5.44752 3.27982 -0.0925687
4.14062 0.27646 0.603973
5.0077 2.0923 -0.547945
5.6423 0.307876 0.0208302
2.55097 1.29434 -0.194978
0.169646 5.17734 -0.027241
5.88106 1.33204 -0.093876
4.49248 0.408407 0.503419
4.76265 1.54566 0.0608079
2.41903 0.628319 -0.055682
2.57611 1.35717 -0.236173
3.30496 4.06522 0.664006
3.99611 4.93858 0.375732
1.23779 2.46929 -0.216047
1.96035 2.01062 -0.77144
4.95743 1.13097 0.282974
5.29044 2.82115 -0.542215
3.61911 6.23292 0.0464173
0.841947 5.19619 0.252245
2.46929 3.3992 -0.205208
2.41903 4.85062 -0.578574
4.50504 2.02319 -0.234534
6.18894 4.9323 -0.562639
4.64327 0.596903 0.506207
0.194779 0.779115 0.657575
1.22522 4.98257 0.181054
2.13628 4.53018 -0.333738
4.97628 2.06088 -0.51336
5.39726 6.21407 -0.765698
4.53646 1.07442 0.537036
4.15319 5.42239 0.110739
4.41708 3.16673 0.300896
4.17204 1.75929 0.192376
5.32814 5.02027 -0.416936
2.88398 1.51425 -0.128852
4.34796 5.30301 0.027992
0.0879646 2.56982 -0.335726
3.25469 2.2054 -0.30611
1.21894 3.82646 0.750486
2.8023 3.6254 0.133241
4.61186 6.2392 -0.33489
4.53646 2.67664 -0.285014
0.41469 3.22956 0.53665
0.672301 5.81195 0.107451
5.37841 1.13726 0.127175
2.81487 3.24841 -0.119786
0.27646 0.955044 0.733441
2.34363 4.45478 -0.346838
4.92602 3.60027 0.360346
5.40354 3.7385 0.204529
5.1208 3.46832 0.191041
2.75832 1.13726 0.0608855
6.03814 6.01929 -0.908459
5.55434 3.19186 -0.21536
3.56257 4.28513 0.749936
0.534071 4.10292 0.769473
0.169646 5.07681 0.00816076
2.71434 0.584336 0.0802015
4.23487 3.38664 0.640235
2.32478 5.54177 -0.835935
4.52389 5.13965 -0.0292308
4.72496 0.728849 0.488604
2.02319 2.99708 -0.504852
5.18363 0.666018 0.27788
0.320442 4.30398 0.537485
4.40451 1.36973 0.42742
3.7008 3.09761 0.492959
4.71867 3.46204 0.395109
5.0454 3.98982 0.31549
2.58239 4.53646 -0.345077
4.20345 3.11646 0.375788
4.57416 0.301593 0.38227
4.12177 3.21699 0.534309
0.885929 4.29142 0.710598
0.320442 3.21071 0.457013
3.55 0.772832 0.906721
4.27885 1.99177 -0.0754467
3.71336 0.0251327 0.470121
4.99513 2.62009 -0.576957
2.90283 5.31557 -0.47177
2.85257 3.24212 -0.088068
2.61381 0.27646 -0.179479
