10000 2
3.05991 2.60752 -0.519472
1.85982 5.18363 -0.677706
2.53841 4.53646 -0.294843
5.6046 3.46204 -0.189682
1.86611 0.201062 -0.082751
0.841947 1.13726 0.878027
3.17929 2.60752 -0.40049
0.358142 4.4485 0.580104
3.7385 6.2769 0.458605
6.04442 1.86611 -0.508228
3.03478 4.87575 -0.266475
0.967611 6.13867 0.324655
1.9415 3.68823 0.106402
5.85593 2.40018 -0.875192
0.131947 1.67133 0.0305658
3.53743 5.40354 -0.135376
4.28513 1.32575 0.612478
4.30398 0.540354 0.80563
1.79071 5.84336 -0.598146
6.22035 3.6631 0.369295
1.97292 2.9908 -0.508675
0.728849 5.15221 0.111549
5.6046 3.29867 -0.334126
3.31752 5.27159 -0.277381
3.29867 3.07876 0.0918419
0.854513 2.26195 0.00408709
3.88301 4.04009 0.98533
2.11743 5.8308 -0.837212
3.65681 3.90186 0.928132
1.94779 6.00044 -0.610187
5.57947 1.41372 -0.338834
5.1208 3.58142 0.0207723
2.74575 5.35956 -0.836782
0.0502655 4.53646 0.222502
4.91973 2.19911 -0.676981
4.12805 0.609469 0.929483
5.19619 0.791681 0.0881942
1.69018 0.446106 0.270982
4.09035 0.936195 0.950981
5.7177 3.31752 -0.280092
4.01496 2.50071 0.0130213
5.57947 3.83274 -0.00219935
2.46929 3.6254 -0.0754971
5.59203 6.13239 -0.639664
1.25035 3.46832 0.602918
5.84965 0.546637 0.062847
4.88203 0.622035 0.307139
4.12805 3.55628 0.828872
5.98159 0.106814 -0.177631
4.02752 4.61814 0.583618
2.31221 1.87239 -0.781701
1.15611 1.22522 0.687469
4.87575 5.05796 -0.479184
1.67133 2.6892 -0.492999
5.99416 3.31752 -0.100876
1.93522 3.72593 0.12711
1.74673 1.23779 0.136608
3.48717 4.2223 0.73401
4.86319 2.79602 -0.467233
0 2.04204 -0.404508
6.26434 1.77814 -0.220298
2.58867 0.797965 0.0529214
2.40018 2.64522 -0.916831
4.35425 2.09858 -0.106799
2.75832 2.09858 -0.781919
2.64522 0.999026 0.036289
6.18894 6.01301 -0.35091
2.22425 4.7815 -0.551586
4.78779 6.10726 -0.247434
3.3992 4.49876 0.453551
5.35327 5.34071 -0.954789
4.15947 3.0285 0.334785
2.50699 1.36345 -0.275979
0.967611 1.08699 0.878931
0.0942478 3.17929 0.131354
5.34699 2.28708 -0.972663
4.96372 1.65248 -0.322195
3.08504 1.08071 0.35887
0.232478 3.37407 0.448383
5.39726 5.20248 -0.905225
5.47265 1.75929 -0.683431
6.2015 5.37841 -0.567134
3.70708 2.14257 -0.00263946
6.09469 2.21168 -0.663323
4.17832 3.21071 0.507048
0.43354 3.24841 0.487225
2.26823 0.521504 -0.0603205
2.2054 0.703717 0.0159107
1.88496 3.17929 -0.256229
4.00867 4.19088 0.925305
2.28708 3.07248 -0.564126
0.201062 0.967611 0.662851
0.653451 5.49779 -0.0173092
4.26628 0.885929 0.879159
2.58867 3.38035 -0.217131
6.08841 3.99611 0.305341
1.06814 6.00673 0.159577
5.30301 4.77522 -0.525205
4.07779 5.11451 0.117278
2.92168 1.97292 -0.573044
2.04832 5.5669 -0.9034
1.14982 0.245044 0.608323
6.08841 3.3615 0.0230001
0.955044 3.90186 0.970864
2.46929 4.96372 -0.72814
1.81584 0.684867 0.254576
3.96469 4.22858 0.910346
1.65876 4.61814 0.00617913
3.44319 1.85354 0.0157211
5.51035 1.96664 -0.85561
5.23389 1.24407 -0.127997
5.96274 2.23053 -0.783244
0.973894 4.98257 0.207668
2.94053 0.980177 0.266852
6.03186 5.86221 -0.613847
5.17106 1.79699 -0.615553
1.07442 2.24938 -0.06987
4.25372 0.879646 0.888139
1.53938 1.13726 0.412617
4.7815 6.22035 -0.131562
2.02947 0.314159 -0.103103
0.628319 5.99416 0.202331
0.471239 2.28708 -0.0907222
0.263894 3.92071 0.751772
4.14062 5.77425 0.0295557
1.81584 5.30301 -0.697891
2.94681 1.4954 -0.114777
3.46204 6.13239 0.150432
2.40646 0.119381 -0.379226
0.835664 2.15513 0.0373596
1.91009 6.00673 -0.576433
6.1638 2.98451 -0.272758
4.1846 0.069115 0.503987
6.07584 5.73027 -0.648374
1.20637 4.58044 0.463427
5.66743 5.4538 -0.969562
0.823097 0.0125664 0.511144
1.09327 1.30062 0.665389
4.51133 1.35717 0.402875
1.14982 2.36876 -0.126872
3.05991 2.96566 -0.25364
3.60027 6.01301 0.139775
0.389557 0.785398 0.851325
5.86221 5.0077 -0.651408
3.11646 2.62637 -0.453885
0.885929 0.961327 0.959294
4.56159 2.97823 -0.011951
6.15752 2.46929 -0.611608
3.04734 5.95646 -0.397656
1.91637 0.188496 -0.13465
0.182212 3.5123 0.515872
5.6423 1.00531 -0.0268474
3.53115 2.66407 -0.0568446
4.51761 1.75929 0.00582727
4.02752 5.66743 0.0184323
0.0628319 3.01593 -0.0616783
4.56159 3.6631 0.580482
4.95743 0.879646 0.255792
4.4485 4.54274 0.418221
5.89363 3.49973 -0.0230321
3.09761 2.70805 -0.425147
4.46106 1.3823 0.424939
5.68628 4.3354 -0.122615
3.85159 2.45673 0.00439835
4.00867 1.69646 0.368998
2.64522 4.19088 0.0131977
5.20876 4.21602 1.66533e-16
1.13097 4.66841 0.429182
0.596903 5.64858 -0.012544
0.150796 0.55292 0.595442
0.967611 2.42531 -0.0280662
3.57513 1.4577 0.493357
6.08841 4.46106 0.0509873
2.34363 0.188496 -0.31578
2.72062 4.16575 0.0710977
3.68823 1.75301 0.265862
0.590619 4.07779 0.939971
3.13531 2.2054 -0.483715
2.13 2.9154 -0.668261
4.66212 2.07345 -0.371983
0.540354 3.23584 0.534836
2.19283 5.74911 -0.911702
1.16867 5.53549 -0.138425
0.069115 3.98354 0.565701
0.835664 2.43159 0.00314964
4.53646 1.80327 -0.0518701
4.8569 4.04009 0.344754
3.26097 4.66212 0.16843
2.22425 1.5331 -0.445027
0.779115 0.873363 0.992243
1.62734 0.395841 0.29934
2.62637 2.21796 -0.909777
4.47363 1.69018 0.11154
4.42965 2.53841 -0.199251
4.60557 5.02027 -0.182783
4.61186 5.14593 -0.281366
1.9792 2.73319 -0.728969
0.546637 5.35956 -0.0369456
4.20345 2.82743 0.131605
3.05991 5.03911 -0.385284
5.25903 3.53115 -0.0927432
0.559203 3.83274 0.940846
1.28805 6.03186 0.0270366
4.42336 5.72398 -0.176505
3.49973 5.20876 -0.0904711
2.53212 5.12708 -0.838123
5.6046 5.1585 -0.877865
3.27982 3.80133 0.620768
2.78345 3.63796 0.0904711
2.26823 3.31752 -0.319961
2.37504 2.80858 -0.808575
4.39823 0.282743 0.561806
5.54177 4.94487 -0.722258
5.64858 3.46204 -0.17848
3.7008 2.42531 -0.0455281
2.21796 2.67664 -0.881797
5.95646 4.98885 -0.566552
0.226195 3.17929 0.256221
0.672301 0.578053 0.944884
2.62009 4.17204 0.0091839
5.78681 5.15221 -0.804021
3.01593 1.04301 0.310747
6.24549 2.22425 -0.520354
0.772832 2.74575 0.144074
5.86221 3.04106 -0.472826
1.99177 1.96035 -0.724296
5.84965 0.106814 -0.275218
4.45478 1.03673 0.684517
0.980177 3.82018 0.951173
0.43354 4.68097 0.412617
6.25177 2.6515 -0.446693
1.07442 1.85354 0.150851
3.57513 3.5123 0.718888
5.03283 4.24743 0.101831
4.09664 3.5877 0.860726
2.13628 5.81195 -0.856922
4.66841 1.08071 0.459224
0.57177 0.559203 0.904756
3.31124 3.55628 0.535166
5.51664 5.10195 -0.85097
0.314159 1.2315 0.607738
0.779115 2.0923 0.0679988
1.33832 1.16867 0.584346
3.13531 2.32478 -0.505296
4.98885 3.56885 0.114538
0.722566 0.885929 0.985985
2.14885 4.01496 0.0346616
2.74575 1.65248 -0.437086
1.24407 3.70708 0.756379
5.89991 1.2692 -0.0631922
3.22327 3.96469 0.579898
0.804248 1.61478 0.455719
5.05168 3.5877 0.0753855
2.17398 4.29142 -0.0941939
0.86708 1.41372 0.647851
3.11018 3.39292 0.209482
2.64522 6.10726 -0.591085
1.42 3.98354 0.645326
0.992743 4.55531 0.612129
2.23681 5.98159 -0.76945
4.05265 2.96566 0.31197
2.8023 2.13 -0.763548
0.697434 5.54805 -0.00519334
3.78876 4.15319 0.930716
5.18363 3.40549 -0.152697
1.35717 2.13 -0.242515
1.09327 2.16142 -0.054369
3.74478 2.07345 0.0450005
1.67761 1.84726 -0.368591
0.0816814 4.75637 0.037393
3.26097 5.40354 -0.372894
4.08407 1.83469 0.223717
5.22761 5.50407 -0.928724
1.75301 6.22035 -0.240873
5.98788 3.98982 0.21762
1.85354 3.75734 0.203582
0.672301 4.65584 0.543692
5.88734 3.58142 0.0294888
6.13239 3.39292 0.092356
3.66938 5.03283 0.136139
0.521504 5.02655 0.138069
3.09133 3.82646 0.439747
3.11646 2.7646 -0.367396
5.89991 4.79407 -0.428145
4.61814 1.91009 -0.220155
5.48522 3.80761 -0.0140262
1.03044 3.28611 0.583655
1.57708 2.19283 -0.479832
4.71867 3.33009 0.177779
2.13 4.42336 -0.176505
1.03673 6.19522 0.350642
1.89752 3.92699 0.196035
0.496372 3.71336 0.873817
3.4369 2.55726 -0.181678
3.04106 0.823097 0.398724
3.52487 5.77425 -0.0786706
5.84965 0.333009 -0.0722914
3.31752 2.68292 -0.224674
3.10389 5.14593 -0.418885
3.41177 3.65053 0.682717
0.772832 4.82549 0.387707
1.17496 4.01496 0.84805
4.04009 2.75204 0.135938
6.20779 2.47558 -0.560929
2.01062 4.27257 -3.33067e-16
0.615752 3.05363 0.383984
0.113097 4.72496 0.0995703
2.90911 0.615752 0.247304
4.36681 0.0628319 0.381379
3.17301 1.12469 0.420626
0.892212 0.41469 0.857391
0.615752 2.67035 0.0669868
2.96566 6.14496 -0.308797
5.35956 6.06956 -0.688202
5.0077 4.69982 -0.265873
3.4369 1.70903 0.141962
3.24212 0.540354 0.541001
5.73027 0.999026 0.00813227
5.51035 5.65487 -0.97537
3.4746 1.23779 0.61786
5.85593 0.0188496 -0.358281
0.219911 5.97531 -0.0758967
0.672301 3.12903 0.474698
0.307876 0.967611 0.755951
5.40982 5.69257 -0.954821
2.09858 0.0188496 -0.416247
2.04204 4.92602 -0.611696
2.6892 5.0077 -0.671582
4.79407 3.97726 0.416157
0.722566 3.51858 0.838331
2.39389 0.0879646 -0.411068
1.16239 5.63602 -0.11653
0.628319 0.609469 0.944895
2.56354 2.06717 -0.876385
2.19283 1.96664 -0.829317
5.52292 3.98354 -0.00256282
1.98549 5.74283 -0.809902
3.67566 4.86947 0.283645
4.80664 6.19522 -0.181202
5.84336 3.93327 0.114704
5.6046 3.87044 0.00817159
3.95212 3.57513 0.88059
4.72496 2.56982 -0.467618
2.29965 3.23584 -0.403115
2.48186 5.23389 -0.916253
2.6892 4.87575 -0.553616
5.32186 3.85159 0.0249589
0.163363 1.88496 -0.133421
0.389557 4.93858 0.132767
3.95212 4.79407 0.41805
0.628319 3.19186 0.525709
2.49442 2.61381 -0.916106
4.86947 6.17009 -0.266644
3.41805 3.39292 0.503464
2.01062 5.18991 -0.793426
3.25469 3.55 0.47662
4.98885 3.13531 -0.26887
0.841947 3.43062 0.770003
5.70513 5.35956 -0.938634
0.389557 1.90381 0.0423952
4.31027 5.29044 -0.0974661
2.71434 3.35522 -0.169938
5.07053 5.08938 -0.670566
5.24018 5.46009 -0.933671
3.74478 5.1208 0.10268
6.18265 4.3731 0.213991
2.03575 2.40018 -0.89885
2.92168 2.83372 -0.501676
4.49876 2.26823 -0.285094
2.15513 0.232478 -0.235924
1.17496 5.40982 -0.136514
3.78248 6.1638 0.361011
2.26195 0.55292 -0.0442229
5.52292 3.89557 -0.000355114
5.91248 1.84097 -0.594886
5.80566 3.94584 0.0914751
0.84823 4.4485 0.747869
1.01788 5.91876 0.113915
5.46637 6.25805 -0.524136
1.02416 2.92796 0.23688
5.09566 3.14159 -0.346827
3.23584 3.05991 0.0123721
1.47027 2.08602 -0.328908
1.82212 5.96903 -0.534769
4.35425 3.97726 0.825768
2.13 5.5292 -0.948716
3.10389 1.84097 -0.294883
1.33832 5.36584 -0.258499
2.40018 2.78973 -0.821595
2.98451 2.02947 -0.551504
4.63699 4.71867 0.0688298
5.97531 5.48522 -0.788628
5.09566 2.92168 -0.559716
1.05558 4.27885 0.809985
5.10823 4.29142 0.0172027
3.13531 6.13867 -0.148793
3.3615 0.0879646 0.300401
2.9154 4.83177 -0.336807
2.17398 0.672301 0.020099
0.452389 2.45673 -0.0967833
4.64956 2.58239 -0.387036
3.91442 3.68823 0.94391
0.358142 5.25274 -0.112853
4.98257 2.75832 -0.604046
1.76558 3.89557 0.309124
0.716283 2.33106 -0.00413777
2.33106 2.62637 -0.928132
3.74478 3.35522 0.674352
5.54805 4.80035 -0.584987
3.56257 4.37938 0.6819
5.02655 0.420973 0.0790779
4.23487 2.10487 -0.0299837
2.72062 3.07876 -0.435637
2.87142 0.82938 0.240847
5.96274 3.32381 -0.120747
3.28611 4.3354 0.484783
1.83469 0.923628 0.229202
3.95212 2.19283 0.0258193
2.10487 2.6515 -0.853451
0.879646 6.08212 0.295457
0.270177 1.60221 0.225825
2.13 4.81292 -0.549558
0.15708 5.88106 -0.205646
4.10292 1.63363 0.4067
0.326726 1.3823 0.488027
6.01301 1.28177 0.0159774
1.80327 6.17637 -0.330195
3.39292 4.53018 0.419083
5.18991 6.26434 -0.427015
1.28805 0.797965 0.767755
5.51664 4.57416 -0.363169
1.06186 1.06814 0.847661
1.42628 5.01398 -0.141125
3.26726 3.53743 0.480113
1.38858 4.1469 0.630619
5.54805 3.87044 -0.000669853
1.67761 1.40115 0.0604062
2.40018 1.83469 -0.749878
3.21071 0.219911 0.281785
3.4746 3.53743 0.664698
3.82018 5.41611 -0.00470891
4.82549 5.62345 -0.596427
1.24407 4.1469 0.756379
6.08212 2.36248 -0.695647
0.0565487 1.08699 0.468194
3.16044 5.57319 -0.475481
1.59593 4.22858 0.386644
0.358142 3.02221 0.210043
5.17106 5.83708 -0.786226
2.48814 0.27646 -0.220104
5.91876 1.75929 -0.517068
0.0753982 1.31319 0.321476
5.37212 4.69354 -0.465446
5.36584 2.29965 -0.979496
